Product ID,Brand,Model,Display Name,Description,Type,Gender,Material,Retail Price,Thumbnail URL,Image 1 URL,Image 2 URL,Image 3 URL,StockX Link,Description Done,Color
P0723,New Balance,New Balance FuelCell Rebel v2,New Balance FuelCell Rebel v2 White Virtual Sky (Women's),"The New Balance FuelCell Rebel v2 for women is a lightweight running shoe designed for daily road runs and faster training sessions. A breathable mesh upper keeps your feet cool while the streamlined silhouette balances sporty style with everyday wearability. Soft, responsive feel underfoot delivers all-day comfort, and the secure fit supports a confident stride. Ideal for runners seeking a stylish, comfortable option that performs on pavement and in tempo workouts.",Running,women,Mesh,$100.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fuelcell-rebel-v2-white-virtual-sky-w,TRUE,Blue/Yellow
P0724,ASICS,ASICS Gel-Quantum 360 6,ASICS Gel-Quantum 360 6 White Pure Gold (Women's),"Designed for women runners, the ASICS Gel-Quantum 360 6 blends modern style with reliable comfort. A mesh/synthetic upper provides breathable support and lightweight structure, while the streamlined silhouette works on the road or at the gym. Built for running, it delivers responsive movement and secure fit for daily training or longer runs. Fashion-forward detailing and cushioned feel make it an easy choice for those who want both style and comfort in one shoe.",Running,women,Mesh/Synthetic,$180.00 ,https://images.stockx.com/images/ASICS-Gel-Quantum-360-6-White-Pure-Gold-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1727206865,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-quantum-360-6-white-pure-gold-womens,TRUE,White/Grey
P0725,Fila,Fila Original Fitness,Fila Original Fitness White Navy Red,"The Fila Original Fitness for men is a fashion-forward sneaker that brings retro inspiration to everyday style. Crafted from durable synthetic material, its clean silhouette and subtle branding make it an easy match for casual and street looks. Designed specifically for lifestyle and fashion use, the shoe offers a comfortable, low-profile fit ideal for day-long wear, city strolls, or dressing up relaxed outfits. Enjoy the blend of style and comfort that defines this versatile wardrobe staple.",Fashion,men,Synthetic,$70.00 ,https://images.stockx.com/images/Fila-Original-Fitness-White-Navy-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900681,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-original-fitness-white-navy-red,TRUE,White/Red/Blue
P0726,Nike,Nike Air Force 1 Low '07,Nike Air Force 1 Low '07 White Python (Women's),"The Nike Air Force 1 White Python features a premium leather upper embossed with a white python texture, preserving the model’s classic AF1 silhouette. It has a padded collar and tongue for added comfort and a durable rubber outsole that provides traction and long-lasting wear. The monochrome white colorway with textured detailing offers a distinctive, understated look suitable for everyday use.",Casual,women,Leather,$90.00 ,https://images.stockx.com/images/Nike-Air-Force-1-White-Python-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-white-python,TRUE,White
P0727,adidas,adidas NMD R1,adidas NMD R1 Pink Gum (Women's),"Slip into the adidas NMD R1, a women's lifestyle sneaker crafted in breathable Primeknit for a sock-like fit. Designed for everyday city living, it pairs street-ready style with lightweight comfort to carry you through daily routines. The flexible upper hugs the foot while the streamlined silhouette complements casual and athleisure looks. Comfortable underfoot and easy to dress up or down, the NMD R1 blends modern design with practical comfort for women seeking sneakers that look as good as they feel.",Lifestyle,women,Primeknit,$140.00 ,https://images.stockx.com/images/Adidas-NMD-R1-Pink-Gum-W.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606940302,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-pink-gum-w,TRUE,Pink
P0728,Reebok,Reebok Nano X1,Reebok Nano X1 Black Orange Flare (Women's),"Step into versatile training-ready style with the Reebok Nano X1 for women. The Flexweave upper offers breathable durability and a flexible fit that moves with you during gym sessions and daily workouts. Designed for training, it provides stable support and a comfortable feel through multiple movements, while clean lines and modern detailing deliver on style. Lightweight and comfortable straight out of the box, this sneaker balances performance-driven construction with everyday wearability for women who value both form and function.",Training,women,Flexweave,$130.00 ,https://images.stockx.com/images/Reebok-Nano-X1-Black-Orange-Flare-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1661370436,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-nano-x1-black-orange-flare-w,TRUE,Black
P0729,Converse,Converse Jack Purcell,Converse Jack Purcell White,"Converse Jack Purcell men's casual canvas sneaker blends timeless style with everyday comfort. Built with a durable canvas upper and classic low-profile silhouette, it’s ideal for casual outings, weekend errands, or relaxed office looks. Signature Jack Purcell details add vintage-inspired flair while a soft, flexible sole keeps steps comfortable throughout the day. Versatile and easy to pair with jeans or chinos, this shoe delivers an effortless, laid-back aesthetic for daily wear.",Casual,men,Canvas,$65.00 ,https://images.stockx.com/images/Converse-Jack-Purcell-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659418289,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-jack-purcell-white,TRUE,White
P0730,Puma,Puma Clyde All-Pro,Puma Clyde All-Pro Black Pink Lady,"The Puma Clyde All-Pro brings classic basketball style with modern court-ready performance. Crafted in durable leather, the shoe offers a sleek silhouette that nods to heritage design while delivering the support and traction players need on the hardwood. A secure fit and thoughtful construction provide reliable comfort for game days and everyday wear. Clean lines and iconic detailing make the Clyde All-Pro a versatile pick for athletes who want on-court functionality without sacrificing style.",Basketball,men,Leather,$130.00 ,https://images.stockx.com/images/Puma-Clyde-All-Pro-Black-Pink-Lady-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://images.stockx.com/360/Puma-Clyde-All-Pro-Black-Pink-Lady/Images/Puma-Clyde-All-Pro-Black-Pink-Lady/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1685115738,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-clyde-all-pro-black-pink-lady,TRUE,Black
P0731,Vans,Vans Sk8-Hi,Vans Sk8-Hi Black White,"The Vans Sk8-Hi in black and white is a high-top skate shoe with suede and canvas uppers and a rubber outsole. The upper features stitched panels across the toe box and side panels and a white side stripe. A padded collar adds ankle support. Branding includes a red ""Vans Off The Wall"" logo on the tongue and on the midsole near the heel. Construction and materials are intended for durability in skateboarding and everyday use.",Skate,men,Suede/Canvas,$65.00 ,https://images.stockx.com/images/Vans-Sk8-Hi-Black-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-sk8-hi-black-white,TRUE,Black/White
P0732,New Balance,New Balance 327,New Balance 327 Grey,"The New Balance 327 in grey combines suede and nylon on the upper, with white used on the midsole, collar trim and lining. A deep grey covers the base panels, which are reinforced with suede overlays. The midsole is relatively thick for a retro-inspired silhouette, and the shoe is finished with a white New Balance logo on the lateral side. Materials and construction emphasize a mix of textures—suede overlays against a nylon base—for a casual, everyday sneaker.",Lifestyle,men,Suede/Mesh,$90.00 ,https://images.stockx.com/images/New-Balance-327-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/New-Balance-327-Grey/Images/New-Balance-327-Grey/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635256464,https://images.stockx.com/360/New-Balance-327-Grey/Images/New-Balance-327-Grey/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635256464,https://images.stockx.com/360/New-Balance-327-Grey/Images/New-Balance-327-Grey/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635256464,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-327-grey,TRUE,Grey
P0733,ASICS,ASICS Gel Quantum 360 6,ASICS Gel Quantum 360 6 Black,"The ASICS Gel Quantum 360 6 for men blends contemporary style with running-ready performance. A breathable Mesh/Synthetic upper delivers airflow and a secure, supportive fit while durable materials stand up to daily miles. Designed for running, the shoe offers stable support and a comfortable, responsive feel throughout your stride. Clean lines and modern detailing make it equally at home on the trail or city streets, giving you a stylish, comfortable option for training or everyday wear.",Running,men,Mesh/Synthetic,$160.00 ,https://images.stockx.com/images/ASICS-Gel-Quantum-360-6-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/ASICS-Gel-Quantum-360-6-Black/Images/ASICS-Gel-Quantum-360-6-Black/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1648145938,https://images.stockx.com/360/ASICS-Gel-Quantum-360-6-Black/Images/ASICS-Gel-Quantum-360-6-Black/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1648145938,https://images.stockx.com/360/ASICS-Gel-Quantum-360-6-Black/Images/ASICS-Gel-Quantum-360-6-Black/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1648145938,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-quantum-360-6-black,TRUE,Black/Pink
P0734,Fila,Fila Mindblower,Fila Mindblower DeviceOne,"The Fila Mindblower men's fashion sneaker blends chunky retro styling with modern street appeal. Crafted from leather and synthetic materials, it delivers a bold look ideal for casual, fashion-forward wear. The exaggerated silhouette and layered paneling make a strong style statement, while a supportive fit and padded collar provide everyday comfort for all-day urban outings. Pair with jeans or tailored joggers to enhance a contemporary wardrobe—this sneaker is designed for fashion use without sacrificing comfort.",Fashion,men,Leather/Synthetic,$75.00 ,https://images.stockx.com/images/Fila-Mindblower-DeviceOne.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900697,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-mindblower-deviceone,TRUE,White/Black
P0735,Skechers,Skechers Max Cushioning Elite 3 Valares,Skechers Max Cushioning Elite 3 Valares Lilght Blue Pink (Women's),"Skechers Max Cushioning Elite 3 Valares is a women's running shoe blending sporty style with everyday comfort. Lightweight mesh upper keeps feet cool and breathable during runs, while a supportive midsole and padded collar deliver a plush, stable ride for training or casual wear. Sleek lines and modern colors give a versatile look that moves from the track to the street with ease. For women seeking a stylish, comfortable running shoe that performs and looks great.",Running,women,Mesh,$90.00 ,https://images.stockx.com/images/Skechers-Max-Cushioning-Elite-3-Valares-Lilght-Blue-Pink-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776070393,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-max-cushioning-elite-3-valares-lilght-blue-pink-womens,TRUE,Grey/Pink
P0736,Nike,Nike ZoomX Invincible Run 3,Nike ZoomX Invincible Run 3 Blue Tint Green Strike (Women's),"The Nike ZoomX Invincible Run 3 for women blends bold style with everyday comfort. A breathable mesh upper keeps your feet cool while providing a snug, supportive fit during running sessions. Designed for road and treadmill runs, its sleek silhouette pairs well with athletic and casual outfits. Lightweight and cushioned for long miles, this women's running shoe prioritizes comfort without sacrificing style, making it a reliable choice for training runs, recovery days, and active streetwear looks.",Running,women,Mesh,$180.00 ,https://images.stockx.com/images/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Images/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1698157574,https://images.stockx.com/360/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Images/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1698157574,https://images.stockx.com/360/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Images/Nike-Invincible-Run-3-Blue-Tint-Green-Strike-W/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1698157574,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-invincible-run-3-blue-tint-green-strike-w,TRUE,Blue
P0737,adidas,adidas Harden Vol. 5,adidas Harden Vol. 5 Futurenatural Purple Tint,"Step onto the court in the adidas Harden Vol. 5, a men's basketball shoe built for playmakers. The synthetic upper delivers a sleek look and durable support while keeping the fit lightweight and breathable. Engineered for basketball, it offers secure lockdown, reliable traction and comfortable cushioning to help you move confidently through quick cuts and drives. Contemporary style and on-court performance combine so you get standout aesthetics and day-long comfort whether you're competing or practicing.",Basketball,men,Synthetic,$130.00 ,https://images.stockx.com/images/adidas-Harden-Vol-5-Futurenatural-Purple-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Images/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1713972268,https://images.stockx.com/360/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Images/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1713972268,https://images.stockx.com/360/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Images/adidas-Harden-Vol-5-Futurenatural-Purple-Tint/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1713972268,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-harden-vol-5-futurenatural-purple-tint,TRUE,Purple
P0738,Reebok,Reebok Classic Nylon,Reebok Classic Nylon Vector Navy,"Reebok Classic Nylon men's sneaker blends timeless style with everyday comfort. Constructed from durable nylon, this casual shoe offers a lightweight, breathable feel perfect for daily wear, weekend outings, and relaxed city strolls. Its clean, retro-inspired silhouette pairs easily with jeans or joggers, delivering versatile fashion while supporting comfortable movement throughout the day. Ideal for men seeking a dependable casual sneaker that balances iconic Reebok style with all-day comfort.",Casual,men,Nylon,$60.00 ,https://images.stockx.com/images/Reebok-Classic-Nylon-Vector-Navy.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1717055017,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-classic-nylon-vector-navy,TRUE,Navy
P0739,Converse,Converse Chuck 70 Ox,Converse Chuck 70 Ox Madhappy Black Natural Ivory,"The Converse Chuck 70 Ox for men updates a classic silhouette with durable canvas construction and vintage-inspired details. Designed for casual, everyday wear, this low-top offers effortless style whether paired with jeans or shorts. The clean profile and iconic design deliver versatile street-ready appeal, while a supportive fit and lightweight feel provide reliable comfort from morning to night. A go-to sneaker for relaxed, fashion-forward looks that never sacrifice comfort.",Casual,men,Canvas,$85.00 ,https://images.stockx.com/images/Converse-Chuck-70-Ox-Madhappy-Black-Natural-Ivory.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1778706487,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-chuck-70-ox-madhappy-black-natural-ivory,TRUE,Ivory
P0740,Puma,Puma Suede Classic,Puma Suede Classic Black White,"Puma Suede Classic delivers timeless style and all-day comfort for men. Crafted in genuine suede, this casual sneaker is perfect for everyday wear— from city streets to relaxed weekend plans. Clean lines, heritage Puma detailing and a versatile silhouette make it easy to pair with jeans or chinos, while the supportive fit keeps your feet comfortable through daily activities. A classic choice that blends understated style with reliable comfort for casual wardrobes.",Casual,men,Suede,$65.00 ,https://images.stockx.com/images/Puma-Suede-Classic-Puma-Black-Puma-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1758707933,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-suede-classic-puma-black-puma-white,TRUE,Black/White
P0741,Vans,Vans Era,Vans Era Red Canvas,"The Vans Era men's skate shoe blends classic street style with reliable comfort. Built in durable canvas, the low-profile silhouette stays true to Vans' skate heritage, offering a secure fit for skate sessions and everyday wear. Simple yet versatile, the Era pairs easily with casual outfits while providing the boardfeel and grip skaters expect. Lightweight and comfortable straight out of the box, it's a dependable choice for hitting the park or navigating city streets.",Skate,men,Canvas,$50.00 ,https://images.stockx.com/images/Vans-Era-Red-Canvas.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1745262760,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-era-red-canvas,TRUE,Red
P0742,New Balance,New Balance FuelCell Prism,New Balance FuelCell Prism Black,"The New Balance FuelCell Prism men's running shoe blends sleek style with dependable comfort. Designed for running, its breathable mesh upper keeps feet cool and secure during training runs or race days. A supportive fit and padded collar provide long-lasting comfort, while the streamlined silhouette moves easily from the track to casual wear. Lightweight and agile, the Prism offers a versatile look and reliable performance for runners who want both style and everyday comfort.",Running,men,Mesh,$90.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fuelcell-prism-black,TRUE,Black
P0743,ASICS,ASICS Gel-Excite 8,ASICS Gel-Excite 8 Black White (Women's) (Wide),"Step out in the ASICS Gel-Excite 8, a women's running shoe designed for everyday miles. The breathable mesh upper keeps feet cool, while the supportive fit promotes stability on runs and walks. Its streamlined silhouette offers modern style that pairs well with athletic and casual outfits, and the padded collar and comfortable insole deliver reliable comfort for longer sessions. Lightweight and versatile, this running shoe balances on‑the‑go performance with street-ready looks for active women.",Running,women,Mesh,$75.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-excite-8-black-white-w-wide,TRUE,Grey/Black
P0744,Fila,Fila Spaghetti Knit,Fila Spaghetti Knit White Green Red,"The Fila Spaghetti Knit men's sneaker blends sleek style and everyday comfort, crafted in Leather/Synthetic materials for a polished look. Designed for fashion use, it elevates streetwear and smart-casual outfits with textured knit details and signature Fila accents. Softly padded collar and supportive fit make it comfortable for all-day wear without calling out any tech. A versatile silhouette that pairs with jeans or chinos, this shoe delivers contemporary style and dependable comfort for the style-conscious man.",Fashion,men,Leather/Synthetic,$70.00 ,https://images.stockx.com/images/Fila-Spaghetti-Knit-White-Green-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900752,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-spaghetti-knit-white-green-red,TRUE,White
P0745,Skechers,Skechers D'Lites Retro Radiance,Skechers D'Lites Retro Radiance Blue Multi (Women's),"Step out in the Skechers D'Lites Retro Radiance, a women's walking shoe that blends vintage-inspired style with everyday comfort. Smooth leather uppers give a premium look and durable feel, while a supportive construction is designed for all-day walking. Chunky retro lines and contrasting accents deliver on-trend appeal, and the padded collar and insole provide soft comfort for long wear. Perfect for city strolls or casual weekend outings, these sneakers pair easily with jeans or athleisure.",Walking,women,Leather,$60.00 ,https://images.stockx.com/images/Skechers-DLites-Retro-Radiance-Blue-Multi-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776070053,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-dlites-retro-radiance-blue-multi-womens,TRUE,Black
P0746,Nike,Nike Air Force 1 Low '07,Nike Air Force 1 Low '07 White Python (Women's),"The Nike Air Force 1 White Python features a premium leather upper embossed with a white python texture. It has a padded collar and tongue for added comfort and a low-top, lace-up silhouette. The shoe uses a durable rubber outsole designed for traction and long-term wear. Construction and materials follow the classic Air Force 1 profile, with textured leather detailing on the upper.",Casual,women,Leather,$90.00 ,https://images.stockx.com/images/Nike-Air-Force-1-White-Python-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://images.stockx.com/360/Nike-Air-Force-1-White-Python/Images/Nike-Air-Force-1-White-Python/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1666164236,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-force-1-white-python,TRUE,White
P0747,adidas,adidas NMD_R1,adidas NMD_R1 Black,"The adidas NMD_R1 for men blends modern street style with everyday comfort. A flexible Primeknit upper wraps the foot for a breathable, sock-like fit, while the low-profile silhouette makes it ideal for lifestyle and city wear. Clean lines and subtle branding give a contemporary look that pairs easily with casual outfits. Lightweight and comfortable for all-day use, these sneakers balance style and practicality for those who want a sleek, urban shoe for daily wear.",Lifestyle,men,Primeknit,$140.00 ,https://images.stockx.com/images/adidas-NMD-R1-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1616555556,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-black,TRUE,Black
P0748,Reebok,Reebok Nano 9,Reebok Nano 9 Black Pure Grey,"Built for the gym and studio, the Reebok Nano 9 is a men's training shoe that blends performance and style. A breathable mesh upper keeps feet cool during workouts while a secure, supportive fit helps you move confidently through lifts, sprints and cross-training sessions. Clean, modern lines give this shoe everyday style, while thoughtful construction delivers dependable comfort and stability for training sessions. Ideal for athletes seeking a versatile training shoe with breathable mesh and a comfortable, supportive feel.",Training,men,Mesh,$130.00 ,https://images.stockx.com/images/Reebok-Nano-9-Black-Pure-Grey.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1769796191,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-nano-9-black-pure-grey,TRUE,Red
P0749,Converse,Converse Jack Purcell,Converse Jack Purcell White,"Converse Jack Purcell men's casual sneakers bring classic streetwear style with durable canvas uppers and a timeless low-profile silhouette. Designed for everyday casual wear, they pair easily with jeans or chinos for relaxed, versatile looks. The clean lines and signature Jack Purcell smile toe add character while delivering dependable comfort for all-day activities. Lightweight, breathable canvas keeps feet cooler during daily use, making these a stylish, comfortable choice for modern wardrobes.",Casual,men,Canvas,$65.00 ,https://images.stockx.com/images/Converse-Jack-Purcell-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659418289,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-jack-purcell-white,TRUE,White
P0750,Puma,Puma Calibrate Runner Luxe,Puma Calibrate Runner Luxe Black,"Puma Calibrate Runner Luxe for men blends performance-ready running capability with clean, contemporary style. Built with breathable mesh uppers, these sneakers keep feet cool during runs while offering a snug, supportive fit for everyday wear. The streamlined silhouette pairs easily with athletic or casual looks, and the responsive construction prioritizes comfort mile after mile. Ideal for runners seeking a stylish, versatile shoe that performs on training runs and transitions seamlessly to streetwear.",Running,men,Mesh,$90.00 ,https://images.stockx.com/images/Puma-Calibrate-Runner-Luxe-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645206871,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-calibrate-runner-luxe-black,TRUE,Black
